,Sub0,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,Sub9,Sub10,Sub11,Sub12,Sub13,Sub14,Sub15,Sub16,Sub17,Sub18,Sub19
Tri388,2320.9088774657785,1569.1116746297125,2084.279148320892,4481.730194643962,2224.4587115815507,4475.150171501187,1271.5879157776856,3182.7265970929907,1988.7144762280705,2842.6096053577503,1911.8900388413033,4930.310448741522,1547.2466781038352,7481.527222305384,4445.413992616137,6476.351156172749,5166.949380877024,3601.177090635837,2998.387417112995,3015.72379021031
Tri389,4361.991290558634,4078.569947157046,3325.035709632129,516.7606451340173,5236.839742114483,4870.770698846251,1281.5954633839224,4662.112043619076,3124.941735561309,2419.17340053882,4957.186317530955,7549.883580764023,2633.8426408039318,1895.4746910710253,3389.084018196169,1771.9739493171612,517.5526140282858,2657.253657743536,4134.796308294876,7479.761186156703
Tri390,311.5344276249675,3636.215019478434,2856.385558378036,6162.752244761154,1629.819450361268,3818.473469559128,1467.2425330283813,3024.1741243541346,866.9358314295696,2209.5848862336948,3922.311906938645,2694.714062136124,3409.635932036235,1208.1123244045373,5616.455682186377,7498.456091044691,4933.557873740511,2875.7450340013843,5679.769430042165,1919.9637046333035
Tri391,4450.267332371319,4262.802260561786,1275.6358543271824,6355.282219001919,87.22414620315577,3091.414135185581,2475.0925977184,4431.461788116784,1688.320430925543,388.3359013457695,3886.275469326994,1397.0436438211334,6655.6389458839185,2491.0428204560385,4276.114363646491,4621.538340130392,3390.892137134187,3437.154415012229,1136.641276927068,4975.05104007316
Tri392,3885.562570798713,1069.5056350060715,5926.262325714836,3174.1595168968847,1380.6714375423896,7037.82948799938,938.7528930765468,3686.272175110837,975.6647711749364,5064.541847620637,5422.946825884849,7281.387340295566,4699.729253531085,2226.71587756381,6070.117625861135,4404.604318282813,1155.039343403232,2076.972277776446,1156.165327972588,5029.283432800562
Tri393,1087.9470466736584,1177.2118825655584,1055.1646204218464,2225.3387144369353,2155.774112385055,4013.236759340777,4127.865940677132,1917.571053532463,1006.6887764266452,2142.6004591672104,1751.985900410246,3844.401409578549,2247.259041471848,1801.0754062598426,3889.0363127113287,3636.6671981200893,2150.654563928116,227.47167961002202,3133.8916872440773,5893.844154466511
Tri394,1071.9526860012888,2726.7200336602577,1487.65332194476,3939.3131507531753,1231.596855261,1874.9950133864795,1482.3533239110834,1342.5370314535758,1398.8079559486396,4038.8115471583646,1571.7938028516253,3460.258003948223,2276.865012403567,564.5932152714806,5946.742186447556,3307.1269530883646,2382.0859309491234,1950.2465107185144,2818.2109800635844,6630.1501278911255
Tri395,6055.365119739002,1194.8674942768132,4108.655332902537,7282.97910011242,5501.339893360498,6202.572742110524,6474.394276411379,2394.604706532625,795.0930315238672,3493.6851404417625,4476.298082038698,2348.15214611226,1660.5226814065145,5279.582680599181,3617.28562560432,4808.145406434166,327.1271588665496,2705.645610877921,1332.9795173873151,2124.663623400556
Tri396,3569.8377559276237,1042.4016492429287,1865.5587455560967,3003.189055055873,2855.632703889812,4215.494775606537,3791.1784455732786,6784.3403731106555,1162.3924256600694,3709.4606878995723,5031.080836426975,2691.086618166343,2875.432938820924,2663.097518488228,1622.1217593837887,3263.604039019273,1868.6256840155904,2805.176717613818,2667.5601116721523,2506.8193985761773
Tri397,2575.2860972148665,357.00729079240256,4612.8849591072085,4518.780251905478,1376.5390106708496,6937.364028039289,3542.9465607247716,4972.24348131455,1443.1687263056565,3843.2164655979827,2772.702621217256,6700.690152111649,2710.180368318045,3359.023919198631,10302.178927367284,4969.337891263347,257.2690642408678,3690.2771760865003,1278.383351108725,6614.965713152237
Tri398,2041.2111279190165,2009.838258902244,1706.6887924719524,6225.756980064333,772.8157179596031,3379.4147896383442,1281.5253024750205,5061.6803645905875,2357.2727854958,5641.191088184806,4382.617710095772,3297.0403789287743,4344.517128091714,2275.801993487015,5072.225422397742,7292.524414209821,183.02710932232932,2011.6538539012977,3860.325845466944,4007.5909885177175
Tri399,6129.4284009368275,3753.08599021936,1371.8241335876085,1236.980885630822,4640.310654111446,6865.264187198117,2822.750154173817,2114.7093710441723,1626.7152964973066,3090.6127373665004,4417.2955277625515,2652.4487683969987,1749.5448786660456,1951.2952946749976,2720.147622638176,3088.3930891623077,2021.2374516193952,1176.2701778399119,1565.829051708266,3138.2378149679216
Tri400,2468.4326158571757,2219.723280897909,4770.4765055029275,7954.390305662244,3481.382234960661,3836.282186087497,1995.7704816301346,804.6609505443653,2540.148758783261,3079.2622619855188,404.1471978786266,1987.6737437109048,3215.469029353347,1843.447705215812,1609.9198852107872,5995.516239406194,2976.350172172066,6931.445032830477,3542.083734140673,3842.840036781783
Tri401,5239.622549653112,1109.7823152647045,1610.0190340230206,1658.1208053367056,2345.3196413903383,7044.2799144943165,3104.2601770668266,2549.914515628391,1527.109406105664,1346.1005138017165,6627.595549915281,4385.819686712254,1163.6525097648891,5742.074465885271,4956.450185200443,4684.017440708951,4863.124598136018,3524.547801033828,2563.502568059484,8773.729760032607
Tri402,4375.426634227525,1703.5307457594602,2639.7999897761333,2552.0079534486176,4122.07824711055,2169.597568688541,2304.5706940399195,6865.54344533698,2460.3096525646147,3343.868676283229,4388.420362212057,1555.3970157231656,5095.620201711224,3597.966430835688,5148.325386049907,6899.188568904492,3959.5099089236187,2723.0399568552034,3792.4552541375892,7723.734311894324
Tri403,3332.966252124693,4668.95312326525,3047.2655304491395,3082.048907640637,3285.2716407742714,3100.5839802572746,2509.3362506766252,2516.8181483404824,835.5542497374605,6150.058596710401,5364.0441798029915,7671.8082913105445,4738.372015652893,947.8425235162832,6819.434057577456,3249.404469724977,695.2200522411949,2203.573538045573,4972.981668525261,3460.52803086127
Tri404,1267.526431296492,1948.1042792097887,1348.0863738677158,4656.192314558144,756.8365442362598,3873.884740193272,1874.1566100960893,3514.940082748517,761.781213468923,5264.645612037111,2718.3351810408467,4633.695005246269,3300.533544255064,3392.8688000533502,3117.598473853416,3829.918530544215,2898.0454313138616,2007.0999618625185,4842.019025592887,4033.960068209912
Tri405,6682.101605875742,1852.2760469392526,2626.6815412638625,1252.8496154752502,3992.396400357052,4708.61912104545,3814.7109336883723,1109.1713325152666,3783.328274542395,1460.7563149144946,3403.8149596382978,1205.3252583364203,7863.87225746747,287.13878574157087,1502.279601001279,2949.545030055377,2297.0973473416025,2597.516128211445,241.39671958876446,5263.5641388189315
Tri406,1393.715640966599,1070.1889109278247,4121.597707009004,4979.039590970128,379.76810639342574,5394.149678148346,2192.7541943904484,3240.4568424905187,201.79247717601856,6816.1082463683,2419.5032035396016,2012.6802427339687,2891.7242953003283,3730.520389862901,1481.1628891397336,3693.051847917685,1129.575467127843,1685.9902688827215,2408.553488724256,8424.570113213358
Tri407,2894.9262593201347,982.8795963654021,1117.7922594472902,3771.8928057994826,1932.6442870079345,5738.836818486321,2118.407393896458,3857.041694919115,1629.8113304534347,5334.954639681823,3686.3662489310796,5215.84617570306,2751.36556022923,2959.5961127379933,5793.722130486727,5544.697642648232,250.398168509723,571.2454347717487,1118.0342269853104,3529.372962125651
Tri408,6103.406954312192,747.090813287127,3473.384823399703,3953.993108932384,2693.623085413549,6339.684708766945,212.38677606631316,4222.586038361189,998.966482622472,2013.7238613012478,1261.9625587042767,6553.777941807956,1107.6577023424347,1707.8672196394214,3065.82519676122,3827.4657046963976,1641.1407451972532,2376.043216089719,1088.0344082921672,5209.068399661014
Tri409,3841.81573764534,1911.096831406685,4312.673032784826,1250.8647328252505,491.32795156561514,8552.365367815704,901.433326971961,1234.0281871167786,367.99379336384413,5202.4060185869785,1557.5917336878617,7721.259062024729,1516.4003014250727,568.8643547169889,1055.0204525868537,2069.0983906886177,408.58543687365096,1821.9332864309174,401.8509726187996,6571.575427744469
Tri410,6645.518227765537,3710.978757589568,4721.8122257781315,3733.9252624043957,3394.508491295029,5763.255810420898,3202.7375117181928,4314.873807298199,1258.7107984136733,4532.185831451967,3738.791821756109,4074.1653147622187,2956.451914991704,2056.4283859418624,6234.067938494665,6808.300081785759,1968.167865053713,663.0886614633953,1919.0850484077885,5936.2093135473715
Tri411,3492.293048191605,880.6694828685713,2720.3562341313386,2787.201717685625,4142.58201698568,4461.871946769221,2717.242640942594,8608.420984155591,2123.9148309319294,8797.406410430383,5390.497758065825,6499.476550286299,2979.5515586188926,2433.24514393272,3951.423667465299,4241.36137865309,1487.4390897090814,2409.4213974770105,4897.657538559193,4985.556613891196
Tri412,3306.1628893369984,452.4951828886786,1246.8610005768876,2876.558930179117,3946.305608337564,2094.750866144112,557.9920529342453,7121.209757289961,944.9225921139833,3164.6063662424544,4945.161076241018,6507.1589859566675,1974.7113896837234,3934.943641098954,4002.5611974595363,5720.200149794788,2722.6071355702506,1818.96079677096,1000.6481721506128,1282.071669877748
Tri413,4318.573039602829,214.68364839485818,3817.368483158592,5136.590655689712,3449.5317023797083,6196.420818742038,603.0386648575268,2681.175081137383,2695.4641824882096,3481.1250511330845,3320.1858550590428,1132.3395344383155,3564.956910790489,1351.0954818066202,2550.51348554928,5344.3156262095035,3488.879717058447,2780.939388114887,2906.1121462830865,3805.149830440185
Tri414,2786.4014882198608,2318.3378900428547,4255.099835747833,5066.055773726852,1052.3847039032566,3708.9611626568408,2163.3486963520886,3937.3048914618016,4565.183923114335,5236.692693621657,2874.9932474785132,6775.398565680883,77.13462572322959,4463.670058464278,3246.1485429261925,5068.408112667262,1972.6029849221813,4436.531087102211,2726.209002392357,3892.7743362264564
Tri415,4021.127526744264,1262.0133658368268,2611.307693075359,3465.499951033815,3186.2046199017987,5704.0701608117015,1629.0744865212641,5220.040543766939,1401.7432067554776,5834.046602895965,1135.4117528953416,2593.7708403126635,1617.8934664850965,3765.378398074055,4929.053591610158,2942.2075749259448,2729.1841085968586,1300.6910885640116,4870.241178520153,1881.9610273878147
Tri416,6337.698746364255,1064.9762527081298,49.44824064218466,6508.8456377227185,3151.6637960764297,5645.0320078886425,7770.867244696128,2769.1518395943353,2591.1920746251044,6594.9868391989685,2791.62165349632,4368.691063685891,1437.775361555571,2186.3671384756813,3985.719411159349,4197.885248931189,1669.6055979128464,2939.1058687207815,1989.8352065279682,10325.886133599335
Tri417,2273.572269627743,2778.389080445586,1241.9234936721755,2672.7390943903124,1258.6469544993683,6219.664732465175,1092.0270960035575,5289.2615394615705,2879.446557794542,6600.5353195875705,1801.7897921751885,3911.220826115576,1916.6347777456283,1406.046067354344,6836.850339262461,5917.038644772667,1305.4894397363378,1115.3066090266482,2761.2302413459724,7549.055029246438
Tri418,5710.806917706842,1483.6180580518565,1244.9421404649495,1500.1863975475048,3871.726215600431,3100.1170210102964,1682.1401183519101,1187.972792145421,3614.5819060634526,7407.039767142953,2105.139459044513,7500.365782360384,365.10479489792937,2884.1335383363316,3970.6375887324934,5236.575762255937,3635.646211675354,265.4470751998606,1163.3646197911553,5512.2398514614515
Tri419,2248.720888999078,3720.088033641561,1016.8551983130541,3018.248701404528,2473.4196472057542,4251.201195046656,2068.9522057093895,3776.6709492983214,1787.5786995109054,3023.1492065060193,1389.4056282488739,7514.4695290997415,4244.110455038119,1634.2475936694282,2614.837087590769,3791.29847725531,2009.429762059844,3606.921895383773,1328.640213952367,2038.0895222248525
Tri420,5916.1731608399705,2082.84256142934,2869.3862353528166,2512.223143129657,1524.2592957624445,4514.183784837197,1735.4875619916647,4019.7570382228278,38.119258398156546,4465.955171155397,2497.1643895345865,1361.4658949363495,949.5885052515753,1368.809637421514,4790.278035063032,1200.6278564118325,2051.087476438467,2305.269573139245,335.3656690034896,5848.862272827294
Tri421,4642.196088196448,1052.2328622151235,2595.681133610777,7419.479039387935,1577.0249222525208,8891.480104024478,6935.2252005906275,2743.2991033152275,1958.4192297985528,4156.489400739645,3577.698819792001,2802.1863413850856,718.3419785498677,2518.857231266283,2474.524584808261,5780.894515096049,1411.0065790064762,3793.030679041704,3029.969725073129,2854.850340302027
Tri422,6077.577400919927,1761.4688673000503,2746.932630374051,7013.976242557655,224.63087182775328,3524.81562854111,3303.775018453126,3722.775745680421,582.8077203890408,6076.910293907173,4180.329033673685,3763.932058654785,3976.384532384214,837.337225944361,5653.723946440522,4281.63433221657,1282.9622947617986,3922.4886805865885,2699.718033822208,3109.1471340423823
Tri423,4901.216946140841,3427.9652628368012,3256.360521802471,2149.131239699287,2054.7428554316753,7369.23014044515,2902.957138558562,1215.7796354532989,1746.1080347513737,1068.0242929030048,1595.3260014993218,5083.867238649659,1178.8560975209728,1889.7576864648752,4672.911619284721,6968.41579595683,4018.2375383359554,3076.9893176763508,1194.1051882299473,3869.8146521466215
Tri424,5452.905354080365,1501.8522542541375,1446.1312350541236,3265.8294345599224,2462.844462343351,5136.6038073762265,2179.8669520905387,2440.662768435165,1878.7331522039547,5041.839112702702,4237.077469911522,4882.883663435822,3331.3210261156987,1480.9050633950692,3894.130562111413,8520.221012201659,3648.4795903699933,2997.2510213342803,2810.0738743814354,4354.359348258322
Tri425,6046.081753377292,416.7500616297312,3641.220475148432,4698.108178215985,1574.6395373253124,3059.4935153022125,4730.914010734496,4561.510570250784,2960.3643940064376,3435.666680499561,2364.512755952042,9999.814715759716,2385.005248533062,3625.2872353044927,6852.614262158219,7265.832232151815,2409.8137189043205,1598.630028025067,2506.757129287119,2307.464823940931
Tri426,1743.7287980819626,4498.345523954662,1808.7701848580093,6120.925602106893,317.3377007875403,8016.913194887723,1433.5128997361137,3867.101878130155,3871.380331914706,4263.640761936516,2772.209451819419,2984.329114735125,2071.677913964998,2781.127952484041,5285.670483589741,1464.0386045236844,3644.6297147211817,2829.0633904666747,1371.2730738406344,3542.1059174850984
Tri427,4678.399919923379,3986.7781663165,3349.8686096913734,2130.7202424136317,2749.3119416441573,2708.5883188407765,3217.827398119303,1012.0175688711113,205.77173067463585,4639.033215029798,4049.415456359786,5515.309490517037,2842.562675493756,4162.542540243033,3276.966607052237,3238.0244947208253,1025.4146290304948,1646.4697648675715,2348.9245254977113,4555.647631832675
Tri428,4564.240497499644,2596.706159391485,3784.2807934104335,3407.556126009655,2690.915178806279,5168.547075822871,2043.2137845490784,6876.972096566231,2818.945924925299,5363.960122630351,3317.4798058182005,3338.382558178049,4545.5521753643,2319.2824562530586,4833.1363110149105,3996.664143852746,1966.168739941444,2628.480643291205,2347.8044735629364,8876.367356951409
Tri429,5973.5180966523585,1659.3862524272918,2953.809099799123,3589.438691797068,2616.0782379554557,4477.862223930728,3445.595723937435,712.1157284709258,1774.5491846700409,7164.399880988621,3819.05008157685,27.572762030169788,6251.40743448472,3428.364031570264,4335.388877083225,3126.1322117509803,2969.219256257595,3907.7482998215637,1214.3485817796202,3635.0703845459175
Tri430,5249.310409977749,596.5253013178764,2634.092070369931,5742.260813585373,3572.6173749312065,4687.025229897102,3664.914378529881,5418.873676689147,248.32794388783063,3633.622766411356,6287.833569747697,6594.760207793243,756.943035538877,543.5632232071681,1787.842604217792,4392.749262016746,1640.3392911931412,2859.617292069601,810.3801186214625,6790.860166294482
Tri431,2344.1325948493827,4919.576300364425,4803.506016975005,4348.32484497077,3270.0410570858958,7599.609910708266,1531.200850877601,2158.2797761391425,4155.333764804873,6970.409026984277,2276.3567441402465,7515.069197499819,284.98224739162794,1089.8411217424823,4405.529726337588,6674.181409762347,81.45240579797607,574.3064181966902,464.63604024027535,4675.189497642914
Tri432,1676.9008437124826,630.4038309104625,1166.1858244225652,2788.1962511195875,1184.078928099404,6801.656723786849,1016.9614107866554,3898.296095563969,1682.3758674575529,2305.50907266673,1493.067096565108,3261.491907418372,2253.8498539758225,4555.510055450794,7567.896632993637,1731.727617558423,1617.828705676484,3528.2998001469127,3895.1534064226253,6464.121606347559
Tri433,1518.3225119731949,2725.950341675801,157.45892664127703,3411.94478530134,1023.8775998967174,1941.5012832194875,4520.175755045001,3331.0349630435667,454.1573145087757,2337.780245577294,1786.9496857896322,941.6363690775777,1328.3542553905875,3793.6191725403887,2512.785391340705,4811.986051289828,2087.296260233942,3193.956972117401,2520.5921514960205,3977.332572481444
Tri434,5410.778847117149,2654.993599108055,2629.822348650686,3180.477139970172,2355.2947059600674,4406.480780722499,578.2123532132822,3384.09122073063,1134.9889639696578,6643.499813001212,4094.7010678929637,6343.219448191152,1135.1681162154784,2993.438330517686,4048.916485333296,2666.1759337421663,1037.0137067810058,2807.115245445846,3778.2595638163234,4507.975363694597
Tri435,1285.962716679073,1354.267385250402,3642.2880467541663,4971.099577388482,2783.5736933316803,4217.3324667891175,4046.028065009701,2091.8652069201967,1662.7290568872825,3309.699309589896,1587.7312632905277,5580.778882664034,1764.2046713928617,3689.308926815868,1106.3462547931765,2555.7541967564985,3469.7258402124958,,2796.232408668605,6850.530608626788
Tri436,2642.279393441559,3450.309676403833,3191.7430447828333,4269.571084002303,1601.633090816378,2639.978617453602,1598.7026544645996,1740.183877545459,1490.0037466180186,3598.0301324446887,9568.572423508887,3443.485829383681,2919.686021877275,1194.6221753054442,5335.2010300685715,2871.030125705968,2556.3559058032274,,1930.9475319801209,3264.034926556233
Tri437,3745.952975873068,3807.400962948538,493.22935228664886,4908.17787706805,2543.251106961974,4079.146247898613,1413.3664894982046,3243.8828525965123,145.06935703587487,5072.152839279773,2029.8371081965927,4505.918481015934,2209.8780291154235,5728.9531305539795,1885.0116432729733,2830.550965277665,1294.6432141912355,,1254.7209091941825,6804.71112384441
Tri438,3323.557775000181,2840.2918373976095,438.5694166918783,3549.4704404498216,2519.761294128668,381.4069809826322,5539.856124016982,1845.6761843091504,3811.7366769786213,3485.191313606298,2349.1003477874697,7350.574814714554,1889.4782632601887,220.19617979162675,4897.024863629959,8862.778605457126,5669.146482503797,,1100.5979762351396,2744.522365917431
Tri439,2925.9742072196427,2769.2372148142604,1610.637715705584,3403.893612191784,3481.973222280313,2131.466013328755,2062.989134112565,1493.3352001645064,637.5351944445446,3462.788570659273,7506.081112654802,4549.1216675909745,2091.7359695260448,3878.678458424382,4665.584120736379,3448.501758094068,1850.1733735938888,,2060.056755737803,1950.1948499031232
Tri440,5106.320618295858,1413.3777890725914,4062.724006535836,8691.04046064807,1331.4741247576405,6823.268247714629,6778.279846381926,7643.476410910451,1146.0985161176575,2224.859900233468,1504.6732337404983,6338.877951726681,3619.701863322911,2714.887973959933,6383.946669354941,1435.7722185536188,5548.979700870566,,3054.851745064975,8443.105504959465
Tri441,2779.193906088839,2208.254025137479,3827.863947541948,2777.231723096401,234.13593153002554,4723.272027370437,2780.424894747192,5894.358238507522,2023.447028154264,5738.366033388083,5515.02118290799,2969.0572674831237,4801.557087041935,1380.113210089231,617.4519723805029,7293.868249486088,1720.9054011793228,,5944.0304905740295,3251.252642807694
Tri442,7704.4329760138135,3837.6136488242437,2520.663416272412,3125.3453795055675,2181.52910149287,2437.272332663372,2142.52302056291,5335.252067709751,4098.778253498114,8761.869771666476,3309.3701833416685,4639.67363140039,3098.932526053517,2382.214157381582,3092.6175762782564,3690.697500167794,1010.6695915333046,,3188.6112646786232,5676.778068869377
Tri443,3195.290724190819,3572.741724609611,3949.7104622169286,4671.189392752107,2325.352869895874,5046.613087558654,2310.844397143751,2642.256386607577,1950.9946895425878,4267.490570996598,4329.091845027445,3422.6065678232617,2799.9198859912294,1484.1159176589285,8243.852246837549,3247.4770949915955,2410.9243017510385,,2903.030954125363,3819.348035630155
Tri444,5795.613018015249,2158.1030837041867,2815.864673947259,745.4192440677896,3161.5969500065853,2832.7393942446693,1370.0673122743485,3977.7538214099013,414.1524479541321,4820.535300483281,3459.4145289869957,4748.681494172065,2476.9311798301765,2299.827883007489,10653.750764180308,6096.133679938746,519.3227726761609,,1927.1450277852896,3115.617763145039
Tri445,3516.4145080668604,66.7882649378343,1538.3627645038982,4601.8259304881185,1817.782661346756,3488.540785774988,2904.5863679064128,2016.4981866213425,3085.108849087165,8852.962067511644,1396.746613786515,6600.3452760062,3828.180899831501,2156.8460307111113,6610.585342933829,1692.3244799098654,3468.9379192432384,,1673.4696653484173,3564.291266585866
Tri446,5990.811249140432,1689.1828765630285,3577.615201157909,376.12737191488685,4279.915199680776,7664.943775612113,1462.8700427694907,3203.3308149812397,1094.4760236015054,3920.0138949484895,2110.9955271065264,3392.316972610799,2677.189293325974,753.0371397895128,2245.3127216328203,3546.780298222051,3328.1596695051103,,1751.0957968455004,3224.065938707772
Tri447,3520.3737641758576,4314.940924037254,1488.6005939316092,1910.875370388933,2370.5992478990524,4405.616548865081,170.09432686523206,3697.480157261727,1071.547439964709,4195.925364056169,873.6149704484427,8577.073414526427,1744.6170147585713,885.6514843669379,3393.2567966988545,4851.962576580784,1131.8343793325043,,1117.5286515228977,5992.884690883281
Tri448,18.42610859069116,5126.508252169386,1196.1747504961186,2206.5353552150127,1639.934479764221,1052.945408531558,2509.9289016983394,2602.7268778813173,569.6163884647021,7334.207153943758,3448.6869089155684,4441.2184204993055,4303.662852063457,1295.206498907324,4697.704612672262,9945.593034828791,484.5297233140274,,2417.4415163322165,7744.4224315192505
Tri449,2181.6363787681053,2906.808480625097,2424.818190308929,3136.496091391985,4729.236600938238,887.8465337087563,2857.9962124348745,4527.675576526368,915.1587919607337,2231.7208476997966,3993.486254523055,1611.1185343785696,3349.3343965320228,1416.450295288916,3828.993916635237,4767.057567084352,2298.3847604351017,,2559.4483847423035,3960.145196708845
Tri450,3198.8785302043384,1919.9154539884198,3947.144430585094,5354.109129296164,795.467460108538,5452.050935655681,2267.7350543529474,3502.252866920059,2101.834482660846,4212.439333595858,2272.178882802459,1780.23505611497,862.8576042692398,9136.326297973039,6348.540202376049,5697.057969279331,2164.639945681719,5000.890996029984,1606.5035931399334,5997.839766431237
Tri451,2145.111642221598,3760.86670126572,2129.0943075449904,1038.2931754791878,5431.868663495032,4250.426741808763,4194.946972335288,4912.0196024354245,2057.4584451599794,4621.095563847675,4374.012533543951,1749.6947954393024,4156.82373933794,3274.620153976371,3730.6028403250175,3649.096002531961,2993.929618690736,3365.4993027918267,3056.102785661037,3461.37621821589
Tri452,2056.585823109198,2409.8734873152553,1157.1681475067205,6746.781450078081,1908.4276795530427,4892.831415472408,2423.266118275021,3757.881427556234,446.5129816910006,2502.098570442448,6505.115187493637,5661.582503594573,3864.1587031206072,1834.4349682067987,4042.214150177536,6583.369593629978,1971.6712341377545,1746.1714205751196,1660.6761852606119,3523.612311057649
Tri453,2341.248924581646,881.7886981182085,3963.115257015786,6271.002450751738,1947.696938978289,4571.009563160756,2368.509357084696,5215.7159302876835,183.72530596400384,5532.34398311251,6260.929246087411,4214.737819426679,596.7198893533681,1847.5959121091919,5492.047314700025,5303.961501952271,5228.034587457442,410.417757029514,4115.976899738858,7622.91673183255
Tri454,5070.219213743844,1778.210997696569,2703.043033296993,6012.155661739131,1353.258606545074,7956.692927448009,3981.2130014569307,2200.8653410795982,153.79675747648946,1569.9786376296947,2887.4325689664,10625.993927001213,2657.7824275249186,1650.6336639720541,8459.71190332368,5182.122714822659,1397.3934489533042,4045.812432713169,2060.852050850197,5475.143298913589
Tri455,3118.477313087971,1886.2795860787246,1135.6364102766029,3852.4819071591455,2943.4848312154395,5576.045325947377,548.5829279110268,1084.7147905986096,732.1940380920279,5957.864004145033,3651.3400258849797,2309.163894737268,4526.877215253758,3069.5049262471507,2229.83363053632,8598.282061971062,1956.9127600700056,3798.703223260667,1299.8664399351433,5160.410088726284
Tri456,2799.943553599332,2686.017534404437,3649.4090066969316,5308.063866876177,1257.7998952266005,15477.479941477111,3156.3201929136158,3536.2361542247168,1077.0852615752879,7998.255654477271,5678.100100063029,56789.0,5945.819758999724,2631.9106474630435,6917.520922879806,7496.138705301556,971.1361157499339,1160.8912148299726,2197.4358687864537,5347.30854453673
Tri457,4312.182124577706,577.0728694898146,2633.254571217063,6428.85943450072,4677.185208264002,9146.279997213862,2653.063237026153,553.9967616226327,1027.923823011859,4894.294782212224,732.1905855967442,8465.57599517937,4281.527713088629,2216.855150093851,3958.84906791782,4056.5605504533833,1225.6778381271683,2593.549664333389,3453.9930848097947,2139.793474223813
Tri458,1219.5357569337348,2051.1553399704567,4600.6778954922165,3950.38204286368,1850.231277070085,5227.4342667620695,1182.182072072533,2564.8536226762203,1077.9891955817059,4231.256904456261,1424.154585600273,3518.6703443614947,1706.2826465446924,2510.993628662648,3472.3826295310687,5112.46968564645,5392.5277180616085,1649.5429121814013,97.2386975970323,2793.9597352699266
Tri459,3340.9785686523733,1514.9598817440826,1056.197614875885,1237.9233724225971,2516.6928522674884,3756.7507378661176,3203.671722162137,8559.389518769198,1710.2789662435498,5825.74000127809,3344.126291929364,4757.322366539201,3335.6260621579786,2575.384837099847,8336.130684928292,2657.5004679579474,2565.445705068818,3891.7794522153213,1675.772157855448,7479.528958952219
Tri460,4644.337464411532,3998.0823058287397,318.3349514548698,9007.684758713223,597.2082295464672,8230.284609594119,3240.1748568784083,2015.886330910476,2958.088616184164,5591.248551705238,3818.854665498901,5241.842952569114,1634.5076020752986,2034.008837006538,5846.908623008195,2986.6697254612905,4026.438733111538,2287.7983565577397,2398.3635589726778,1877.8135416809134
Tri461,2432.410545869693,3744.1572049542406,2520.3366566993745,4440.485899877201,415.1379287659963,5089.979978132185,3477.735493875977,3980.1099405998993,1644.5309253312612,8513.410003788502,1383.4454640888125,2447.381891058832,4335.987607626501,3926.221821722956,7271.123856269112,1393.105766610555,1621.7983718685855,1954.853411286572,1711.2164041037756,2071.661467992388
Tri462,3808.7939003460992,1521.551551597847,2762.7889707252557,5572.660190277579,3538.2014409255785,3986.2271486967297,3568.6857997312327,3342.2035846322638,2741.7950181832307,2853.9296378206786,4231.488298892578,4484.110329733366,3254.086715014964,536.7099798869892,3838.984554197682,3745.593455906932,1417.2911856099533,4790.032868735268,2377.060978476417,6607.25726128982
Tri463,1772.9146927910683,5508.712578624221,768.91050077681,1934.5120836388035,117.6240445208132,4458.220951334522,2490.914891396791,4436.833201985135,1147.79477689112,1136.5843216037972,3664.477380654884,1516.4122998337698,3051.604654692338,2345.9574823827747,6616.6346740138415,4442.986903310938,1604.7531325914097,863.8559977690138,3380.5188382481965,2371.416530897795
Tri464,3913.0158056156974,2905.9451615357066,601.2431038454699,6052.625627964727,3348.8864945185105,6557.601779300669,3473.7409177853033,2298.7357573105555,1662.3616231303506,2731.229535503868,5815.8811391507115,3449.1307366290657,3809.8472390579054,3436.2452882802754,3214.972194752022,5977.507275306783,1792.3693719789308,3691.0054561308425,3508.973917938569,6650.258016163402
Tri465,1061.6657892839137,5494.571588781885,3251.8183802869703,1812.509061624982,2363.7439946963127,2396.518533650574,3070.44148550526,2164.561738151765,2560.9238698981835,2726.603202032369,3116.606896820219,6144.29008887079,261.89167970055826,4557.594564126739,7623.604414770612,7490.294602589149,2849.3217906521313,2995.692386958205,1493.273608078369,3414.1746947373713
Tri466,1694.206453944919,2447.229334084784,3443.2301999615493,1417.127154000792,2773.627482414049,3186.4804082975324,2161.69468288555,1543.4758075153138,1763.7525770117786,3962.458128626321,3167.194916375864,8556.559977419023,1602.589605014142,4306.903094207454,6979.923888056042,4703.986358816655,1645.3436890742746,1911.5059136290195,2969.1475758969927,1405.7339635834894
Tri467,5537.955962199307,1004.939992209998,2732.340688685836,3484.6536078163426,922.4630283072827,4458.134211207918,1445.6960332702818,1824.2469869109646,2239.44950171492,,2234.3438856169832,8563.95317926478,3023.839585017039,2045.4224310056713,5653.960987184233,4837.7919922326455,5565.878854156896,1455.7173940099192,3747.551377387304,6050.64298306498
Tri468,3273.9577122873216,3403.503005810969,2087.246894655739,3437.014911395403,1210.9423241280188,2955.4337621816685,161.90296788537398,3795.902768795491,1449.066683045171,2589.606990924725,3950.5092935368707,4342.879872180488,1846.8992651921922,3452.3467163873584,4117.216208912001,3517.357542904467,4063.2947464405847,3710.9042994752417,1090.399760818392,4162.713071035595
